Transaction_date	Movie Name	Price	Payment_Type	Name	City	State	Movie Type	Account_Created	Last_Login	Latitude	Longitude	
1/13/09 20:59	"Scarlet Letter, The (1995)"	1200	Mastercard	Andrew	Winnipeg	Manitoba	Drama	1/13/09 16:44	1/18/09 19:17	49.8833333	-97.1666667	
1/12/2009 16:50	Showgirls (1995)	1200	Visa	Vicki and Bill	Seattle                     	WA	Drama	1/4/2009 21:33	1/19/09 1:22	47.60639	-122.33083	
1/12/2009 15:12	Smoke (1995)	1200	Mastercard	David	Deptford                    	NJ	Comedy	1/12/2009 14:07	1/19/09 3:47	39.83806	-75.15306	
1/6/2009 12:27	Something to Talk About (1995)	1200	Mastercard	Antonella	Amsterdam	Noord-Holland	Comedy	1/6/2009 12:04	1/19/09 4:59	52.35	4.9166667	
1/9/2009 18:52	Species (1995)	1200	Visa	David	Alpharetta                  	GA	Horror	11/25/08 7:56	1/19/09 6:12	34.07528	-84.29417	
1/18/09 23:17	Strange Days (1995)	1200	Visa	Greg	Washington                  	DC	Action	1/18/09 15:18	1/19/09 6:13	38.895	-77.03667	Thriller
1/7/2009 8:21	"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)"	1200	Visa	Jannik 	Holmenkollen	Oslo	Drama	1/3/2009 11:06	1/19/09 6:54	59.9666667	10.6666667	
1/3/2009 9:54	Three Wishes (1995)	1200	Visa	Sylvia	Zekeriyakoy	Istanbul	Drama	12/29/08 10:38	1/19/09 7:37	41.1980556	29.0302778	
1/5/2009 19:37	Total Eclipse (1995)	1200	Amex	Bernadette	Washington                  	DC	Drama	11/7/2007 9:49	1/19/09 7:42	38.895	-77.03667	
1/4/2009 12:49	"To Wong Foo, Thanks for Everything! Julie Newmar (1995)"	1200	Diners	Denise	Montreal	Quebec	Comedy	5/25/07 10:58	1/19/09 7:58	45.5	-73.5833333	
1/8/2009 11:55	Under Siege 2: Dark Territory (1995)	3600	Visa	Caren	Braunschweig	Lower Saxony	Action	1/3/2009 12:39	1/19/09 8:31	52.2666667	10.5333333	
1/14/09 18:21	Unstrung Heroes (1995)	1200	Visa	luciana	Athens                      	GA	Comedy	9/25/05 6:25	1/19/09 11:21	33.96083	-83.37806	
1/11/2009 19:01	Unzipped (1995)	1200	Diners	Maja	Hoschton                    	GA	Documentary	1/11/2009 18:17	1/19/09 12:47	34.09639	-83.76139	
1/14/09 5:20	"Walk in the Clouds, A (1995)"	3600	Visa	Kristen	Binningen	Basel-Country	Drama	1/12/2009 13:31	1/19/09 13:07	47.5333333	7.5666667	
1/15/09 8:07	Waterworld (1995)	1200	Visa	Kirstie	Royal Oak                   	MI	Action	12/13/08 19:35	1/19/09 14:59	42.48944	-83.14472	
1/15/09 8:10	White Man's Burden (1995)	1200	Visa	Scott 	Royal Oak                   	MI	Drama	12/13/08 19:35	1/19/09 14:59	42.48944	-83.14472	
1/2/2009 17:45	Wild Bill (1995)	1200	Mastercard	Jammie	Belmont                     	MA	Western	12/9/2005 17:19	1/19/09 15:36	42.39583	-71.17917	
1/19/09 16:10	"Browning Version, The (1994)"	1200	Mastercard	Frank	Old Greenwich               	CT	Drama	1/19/09 15:31	1/19/09 16:00	41.02278	-73.56528	
1/19/09 16:55	Bushwhacked (1995)	1200	Mastercard	scott	Coconut Grove               	FL	Adventure	1/19/09 16:18	1/19/09 16:18	25.71222	-80.25722	
1/10/2009 17:41	Burnt by the Sun (Utomlyonnye solntsem) (1994)	1200	Visa	Jiri	Vienna                      	VA	Drama	1/10/2009 16:32	1/19/09 17:52	38.90111	-77.26556	
1/18/09 13:49	Before the Rain (Pred dozhdot) (1994)	3600	Visa	Bev	San Ramon                   	CA	Drama	1/11/2009 12:00	1/19/09 18:07	37.78	-121.97694	
1/15/09 5:47	Before Sunrise (1995)	1200	Visa	Dave and Amy	Norfolk                     	VA	Drama	1/15/09 0:21	1/19/09 22:48	36.84667	-76.28556	
1/19/09 23:06	Billy Madison (1995)	1200	Mastercard	Rebecca	Norfolk                     	VA	Comedy	1/19/09 22:53	1/19/09 22:53	36.84667	-76.28556	
1/19/09 11:12	"Babysitter, The (1995)"	1200	Visa	Melissa	Aberdeen	Scotland	Drama	8/27/08 8:22	1/20/09 0:35	57.1333333	-2.1	
1/4/2009 1:38	Boys on the Side (1995)	1200	Amex	jeremy	Charlestown	New South Wales	Comedy	7/15/08 21:04	1/20/09 1:08	-32.95	151.6666667	
1/20/09 3:11	"Cure, The (1995)"	1200	Visa	Randy	Wigan	England	Drama	1/20/09 3:02	1/20/09 3:06	53.5333333	-2.6166667	
1/3/2009 10:52	Castle Freak (1995)	1200	Visa	Djeiny	Rockville                   	MD	Horror	4/18/05 9:27	1/20/09 6:47	39.01806	-77.20889	
1/20/09 5:24	Circle of Friends (1995)	7500	Mastercard	Amanda	Shreveport                  	LA	Drama	1/20/09 5:13	1/20/09 7:15	32.525	-93.75	
1/20/09 6:03	Clerks (1994)	1200	Mastercard	Andrea 	Shreveport                  	LA	Comedy	1/20/09 5:13	1/20/09 7:15	32.525	-93.75	
1/10/2009 11:37	Don Juan DeMarco (1995)	1200	Amex	Joanna	Little Silver               	NJ	Comedy	12/28/08 20:10	1/20/09 7:42	40.33667	-74.0475	
1/20/09 5:50	Disclosure (1994)	1200	Visa	Jessica	Abbey Town	England	Drama	1/20/09 4:23	1/20/09 7:46	54.8333333	-3.2833333	
1/19/09 16:32	Drop Zone (1994)	1200	Amex	alison	Mid City West               	PA	Action	1/19/09 10:24	1/20/09 10:09	39.95222	-75.16417	
1/18/09 10:42	Destiny Turns on the Radio (1995)	1200	Visa	malin	Atlanta	Georgia	Comedy	1/18/09 0:00	1/20/09 11:09	33.74889	-84.38806	
1/7/2009 6:11	Death and the Maiden (1994)	3600	Visa	Tiffany 	Paris	Ile-de-France	Drama	1/7/2009 5:30	1/20/09 11:22	48.8666667	2.3333333	
1/3/2009 8:29	Dolores Claiborne (1995)	1200	Visa	Genevieve	Milton Keynes	England	Drama	10/10/2008 1:26	1/20/09 11:31	52.0333333	-0.7	
1/1/2009 2:09	Dumb & Dumber (Dumb and Dumber) (1994)	1200	Mastercard	Saraya	Dresden	Saxony	Adventure	3/12/2006 11:31	1/20/09 11:56	51.05	13.75	
1/20/09 12:34	Eat Drink Man Woman (Yin shi nan nu) (1994)	1200	Mastercard	Anastasia	NYC                         	NY	Comedy	1/20/09 12:17	1/20/09 12:55	40.71417	-74.00639	
1/20/09 3:51	Exotica (1994)	1200	Visa	Elizabeth	The Grange	Queensland	Drama	11/12/2008 3:34	1/20/09 13:11	-24.8166667	152.4166667	
1/15/09 11:26	Exit to Eden (1994)	1200	Visa	Nicole	Brookline                   	MA	Comedy	7/11/2007 11:18	1/20/09 14:01	42.33167	-71.12167	
1/5/2009 16:55	Ed Wood (1994)	1200	Visa	Jeffrey	Montreal-Nord	Quebec	Comedy	9/29/03 17:08	1/20/09 14:38	45.6	-73.6166667	
1/12/2009 19:47	French Kiss (1995)	1200	Mastercard	Blanca Gabriela 	Irving                      	TX	Action	12/10/2008 21:49	1/20/09 18:02	32.81389	-96.94861	
1/4/2009 19:20	Forget Paris (1995)	1200	Amex	Elisa	Ottawa Hills                	OH	Comedy	1/4/2009 18:38	1/20/09 18:03	41.66417	-83.64333	
1/10/2009 8:33	Far From Home: The Adventures of Yellow Dog (1995)	3600	Mastercard	Patricia 	Portola Valley              	CA	Adventure	2/4/2007 10:09	1/20/09 22:06	37.38417	-122.23417	
1/9/2009 14:51	"Goofy Movie, A (1995)"	1200	Visa	Bob	Sydney	New South Wales	Animation	1/7/2009 18:15	1/21/09 0:29	-33.8833333	151.2166667	
1/16/09 2:41	Hideaway (1995)	7500	Visa	Kristyn	Kearns                      	UT	Thriller	1/15/09 18:01	1/21/09 1:02	40.66	-111.99556	
1/16/09 18:36	Fluke (1995)	1200	Visa	Elizabeth	Wollongong	New South Wales	Children	11/1/2008 16:32	1/21/09 1:49	-34.4333333	150.8833333	
1/20/09 8:10	Farinelli: il castrato (1994)	1200	Amex	Cathy	Brooklyn                    	NY	Drama	8/5/2007 18:52	1/21/09 5:16	40.65	-73.95	
1/6/2009 12:45	Gordy (1995)	3600	Amex	Kaylee	Penngrove                   	CA	Children	1/5/2009 14:06	1/21/09 11:18	38.29972	-122.66556	
1/10/2009 8:13	Hoop Dreams (1994)	1200	Visa	suzanne	Lemont                      	IL	Documentary	1/9/2009 19:15	1/21/09 11:35	41.67361	-88.00167	
1/7/2009 14:15	Heavenly Creatures (1994)	1200	Mastercard	Cassandra	San Carlos                  	CA	Crime	1/5/2009 15:42	1/21/09 12:00	37.50722	-122.25944	
1/8/2009 15:27	Houseguest (1994)	1200	Mastercard	Jennifer	Chicago                     	IL	Comedy	1/4/2009 22:22	1/21/09 13:28	41.85	-87.65	
1/21/09 11:36	Immortal Beloved (1994)	1200	Visa	nicole	Oslo	Oslo	Drama	12/23/08 12:02	1/21/09 13:47	59.9166667	10.75	
1/21/09 14:06	Heavyweights (Heavy Weights) (1995)	1200	Visa	Sean	Wantagh	NY	Children	1/21/09 12:00	1/21/09 14:06	40.68361	-73.51056	
1/2/2009 2:28	"Hunted, The (1995)"	1200	Mastercard	Morgan	Coomera	Queensland	Action	5/3/2008 4:14	1/21/09 16:37	-27.8833333	153.3	
1/19/09 19:07	I.Q. (1994)	1200	Diners	Harriet	Fort Oglethorpe             	GA	Comedy	1/19/09 16:52	1/21/09 17:02	34.94889	-85.25694	
1/18/09 6:27	Interview with the Vampire: The Vampire Chronicles (1994)	1200	Mastercard	Janine	Corbin City                 	NJ	Drama	10/27/05 19:22	1/21/09 17:10	39.24167	-74.81556	
1/20/09 11:58	Jefferson in Paris (1995)	1200	Mastercard	Debora	Lakeside                    	CA	Drama	11/1/2008 23:14	1/21/09 17:25	32.85722	-116.92139	
1/20/09 16:32	"Jerky Boys, The (1995)"	1200	Visa	Vishpala	Margate                     	FL	Comedy	1/2/2008 9:52	1/21/09 19:05	26.30972	-80.2375	
1/1/2009 7:09	Junior (1994)	1200	Amex	Emer	South Palm Beach            	FL	Comedy	2/28/05 5:40	1/21/09 19:14	26.70528	-80.03667	
1/21/09 14:55	Just Cause (1995)	1200	Diners	john	New York                    	NY	Mystery	1/21/09 10:23	1/21/09 20:34	40.71417	-74.00639	
1/7/2009 22:29	"Kid in King Arthur's Court, A (1995)"	1200	Mastercard	lailani	Anchorage                   	AK	Adventure	1/7/2009 13:23	1/21/09 22:30	61.21806	-149.90028	
1/11/2009 22:22	Kiss of Death (1995)	3600	Visa	STEPHANIE	Mona Vale	New South Wales	Crime	12/30/08 17:48	1/21/09 22:33	-33.6666667	151.3	
1/21/09 14:25	Star Wars: Episode IV - A New Hope (1977)	1200	Visa	Tricia	Castricum	Noord-Holland	Action	12/28/07 15:28	1/22/09 0:38	52.55	4.6666667	
1/18/09 16:50	Little Women (1994)	1200	Visa	Celina	North Brunswick             	NJ	Drama	1/18/09 16:25	1/22/09 1:17	40.4497	-74.482	
1/21/09 12:08	"Little Princess, A (1995)"	3600	Visa	Rosemary	Jacksonville                	FL	Children	1/21/09 11:39	1/22/09 6:13	30.33194	-81.65583	
1/22/09 6:41	Ladybird Ladybird (1994)	1200	Visa	Patrick	Baytown                     	TX	Drama	1/22/09 4:32	1/22/09 6:54	29.73528	-94.97722	
1/12/2009 9:23	Like Water for Chocolate (Como agua para chocolate) (1992)	1200	Mastercard	Jacob	Winter Haven                	FL	Drama	1/10/2009 14:55	1/22/09 7:59	28.02194	-81.73306	
1/22/09 8:23	Legends of the Fall (1994)	1200	Visa	elisabeth	Gonzaga Univ                	WA	Drama	1/22/09 7:55	1/22/09 8:14	47.65889	-117.425	
1/3/2009 6:41	Major Payne (1995)	3600	Visa	ayelet	Malmo	Skane	Comedy	8/7/2008 9:24	1/22/09 11:24	55.6	13	
1/1/2009 12:20	My Crazy Life (Mi vida loca) (1993)	3600	Visa	seemab	San Pawl tat-Targa	 	Drama	9/17/05 3:32	1/22/09 12:00	35.9202778	14.4425	
1/4/2009 22:00	Love Affair (1994)	3600	Amex	Lucien	Wiesbaden	Hessen	Drama	1/4/2009 11:32	1/22/09 12:21	50.0833333	8.25	
1/21/09 2:15	Losing Isaiah (1995)	1200	Visa	Kevin 	London	England	Drama	1/8/2009 2:50	1/22/09 13:46	51.52721	0.14559	
1/1/2009 14:22	"Madness of King George, The (1994)"	1200	Mastercard	Liban	Stavanger	Rogaland	Comedy	6/19/08 10:48	1/22/09 14:38	58.9666667	5.75	
1/16/09 1:07	Mary Shelley's Frankenstein (Frankenstein) (1994)	3600	Diners	Lesley	Cork	Cork	Drama	1/14/09 4:10	1/22/09 15:06	51.8986111	-8.4958333	
1/20/09 8:51	Man of the House (1995)	1200	Visa	Marie	Winchester                  	MA	Comedy	7/23/08 14:59	1/22/09 18:08	42.45222	-71.1375	
1/4/2009 9:02	Mixed Nuts (1994)	1200	Visa	Charlene	Calgary	Alberta	Comedy	12/13/08 19:20	1/22/09 19:27	51.0833333	-114.0833333	
1/6/2009 8:34	Milk Money (1994)	1200	Visa	Orit	Dallas                      	TX	Comedy	1/5/2009 15:00	1/22/09 21:41	32.78333	-96.8	
1/8/2009 4:16	Miracle on 34th Street (1994)	1200	Visa	Alan	Malahide	Dublin	Drama	4/18/06 13:26	1/23/09 2:21	53.4508333	-6.1544444	
1/23/09 3:33	Miami Rhapsody (1995)	3600	Mastercard	Anja Langer	Saint Paul                  	MN	Comedy	1/23/09 3:00	1/23/09 3:00	44.94444	-93.09306	
1/6/2009 4:18	My Family (1995)	1200	Visa	Lina	Edinburgh	Scotland	Drama	1/6/2009 3:38	1/23/09 3:22	55.95	-3.2	
1/23/09 3:30	Murder in the First (1995)	1200	Amex	Larry	Naarden	Noord-Holland	Drama	1/23/09 3:27	1/23/09 3:40	52.3	5.15	
1/10/2009 4:04	Nobody's Fool (1994)	1200	Visa	Jessica	Oldenburg	Lower Saxony	Comedy	12/20/08 8:41	1/23/09 5:28	53.1666667	8.2	
1/5/2009 2:57	Nell (1994)	7500	Visa	Marion	Rennes	Brittany	Drama	12/29/08 3:16	1/23/09 7:29	48.0833333	-1.6833333	
1/21/09 14:15	New Jersey Drive (1995)	1200	Amex	Eric	Ely                         	NV	Crime	1/21/09 13:56	1/23/09 10:35	39.2475	-114.88778	
1/21/09 6:39	New York Cop (Ny?Ø Y??ku no koppu) (1993)	1200	Amex	Miriane	Norfolk                     	VA	Action	7/30/07 21:10	1/23/09 12:48	36.84667	-76.28556	
1/19/09 8:14	Beyond Bedlam (1993)	1200	Visa	Jeff	Houston                     	TX	Drama	1/4/2009 12:39	1/23/09 12:52	29.76306	-95.36306	
1/23/09 8:00	Nina Takes a Lover (1994)	1200	Diners	christina	Chepel	Budapest	Comedy	1/22/09 9:55	1/23/09 12:59	47.4166667	19.0833333	
1/22/09 23:35	Natural Born Killers (1994)	1200	Mastercard	Shannon	Buffalo Grove               	IL	Action	1/22/09 23:23	1/23/09 22:05	41.98111	-89.595	
1/14/09 3:09	Only You (1994)	1200	Mastercard	Angela	Newburgh	Scotland	Comedy	4/25/07 5:08	1/24/09 2:12	56.3333333	-3.25	
1/16/09 1:51	Once Were Warriors (1994)	1200	Visa	Angela	Vienna	Vienna	Crime	1/16/09 1:38	1/24/09 5:39	48.2	16.3666667	
1/1/2009 6:29	Poison Ivy II (1996)	1200	Mastercard	Elaine	Vicenza	Veneto	Drama	8/3/2007 2:48	1/24/09 5:51	45.55	11.55	
1/21/09 7:59	Outbreak (1995)	1200	Visa	Helen	Mechanics Grove             	PA	Action	4/7/2008 17:15	1/24/09 6:01	39.89694	-76.16389	
1/23/09 7:37	L??on: The Professional (a.k.a. The Professional) (L??on) (1994)	3600	Amex	Fatisha	Miami                       	FL	Action	1/23/09 6:32	1/24/09 6:54	25.77389	-80.19389	
1/18/09 14:39	"Perez Family, The (1995)"	1200	Visa	Nina	Silver Spring               	MD	Comedy	1/5/2009 15:43	1/24/09 7:31	38.99056	-77.02639	
1/24/09 9:01	"Pyromaniac's Love Story, A (1995)"	3600	Visa	Barbara	Kirriemuir	Scotland	Comedy	1/24/09 8:02	1/24/09 8:02	56.6666667	-3	
1/15/09 1:41	Pulp Fiction (1994)	1200	Diners	Karen	Roquefort	Provence-Alpes-Cote d'Azur	Comedy	1/14/09 4:13	1/24/09 8:36	43.25	5.6166667	
1/17/09 7:23	Pushing Hands (Tui shou) (1992)	1200	Visa	Georgina	Portland                    	OR	Drama	11/28/07 10:05	1/24/09 8:54	45.52361	-122.675	
1/23/09 11:37	Priest (1994)	1200	Diners	Kellie	Staten Island               	NY	Drama	1/23/09 10:42	1/24/09 8:59	40.56472	-74.1275	
1/19/09 15:02	Quiz Show (1994)	1200	Mastercard	Terry	San Antonio                 	TX	Drama	1/19/09 14:43	1/24/09 10:26	29.42389	-98.49333	
1/11/2009 7:10	Picture Bride (Bijo photo) (1994)	3600	Visa	LAURIE	Guildford	England	Drama	3/7/2006 5:47	1/24/09 14:54	51.2166667	-0.5666667	
1/10/2009 3:28	"Queen Margot (Reine Margot, La) (1994)"	1200	Visa	frauke	Horten	Vestfold	Drama	11/24/08 15:50	1/24/09 15:10	59.4136111	10.4669444	
1/7/2009 19:03	"Quick and the Dead, The (1995)"	3600	Mastercard	Cindy	Englewood                   	CO	Action	12/17/07 19:55	1/24/09 19:19	39.64778	-104.98722	
1/17/09 14:02	Roommates (1995)	1200	Visa	Simone	San Antonio                 	TX	Comedy	12/7/2005 19:48	1/24/09 21:29	29.42389	-98.49333	
1/25/09 0:09	Ready to Wear (Pret-A-Porter) (1994)	1200	Visa	Hilde 	Princeville                 	HI	Comedy	6/20/08 22:08	1/25/09 0:12	22.22361	-159.48528	
1/9/2009 14:27	Three Colors: Red (Trois couleurs: Rouge) (1994)	1200	Visa	Leah	Castleknock	Dublin	Drama	6/14/07 13:14	1/25/09 0:57	53.3786111	-6.3922222	
1/9/2009 14:32	Three Colors: Blue (Trois couleurs: Bleu) (1993)	1200	Visa	Laine	Castleknock	Dublin	Drama	6/14/07 13:14	1/25/09 0:57	53.3786111	-6.3922222	
1/11/2009 15:59	Three Colors: White (Trzy kolory: Bialy) (1994)	1200	Visa	kirsten	Bishops Stortford	England	Comedy	1/17/06 8:51	1/25/09 3:03	51.8666667	0.1666667	
1/6/2009 14:38	Rent-a-Kid (1995)	3600	Mastercard	Elizabeth	Den Haag	Zuid-Holland	Comedy	5/14/07 12:48	1/25/09 3:13	52.0833333	4.3	
1/6/2009 9:52	Relative Fear (1994)	1200	Mastercard	Anna	Lafayette                   	CA	Horror	1/3/2009 15:01	1/25/09 10:19	37.88583	-122.11694	
1/1/2009 9:21	Stuart Saves His Family (1995)	1200	Diners	Babs	Blackpool	England	Comedy	1/1/2009 8:05	1/25/09 10:52	53.8166667	-3.05	
1/3/2009 7:58	"Swan Princess, The (1994)"	1200	Mastercard	Gerlinde	Hellerup	Kobenhavn	Animation	1/2/2009 12:27	1/25/09 11:13	55.7333333	12.5833333	
1/11/2009 11:36	"Secret of Roan Inish, The (1994)"	1200	Mastercard	Hollyn	London	England	Children	10/14/08 14:23	1/25/09 11:16	51.51334	-0.08895	
1/13/09 14:53	"Specialist, The (1994)"	1200	Visa	leiser	N Java                      	NY	Action	1/13/09 13:22	1/25/09 11:33	42.68361	-78.33806	
1/1/2009 10:06	Stargate (1994)	3600	Mastercard	Irene	Munich	Bayern	Action	1/1/2009 9:13	1/25/09 11:37	48.15	11.5833333	
1/16/09 5:07	"Santa Clause, The (1994)"	1200	Amex	Lisa	Brulon	Pays de la Loire	Comedy	8/6/2007 7:48	1/25/09 11:42	47.9666667	-0.2333333	
1/6/2009 16:37	"Shawshank Redemption, The (1994)"	1200	Visa	Ann	Austin                      	TX	Crime	12/28/08 12:31	1/25/09 12:17	30.26694	-97.74278	
1/18/09 17:21	Shallow Grave (1994)	1200	Mastercard	Nichol Jane	Midland Park                	NJ	Comedy	1/11/2009 20:59	1/25/09 14:00	40.98917	-74.14111	
1/13/09 15:18	Suture (1993)	1200	Amex	Beatriz	Centerport                  	NY	Film-Noir	1/13/09 14:46	1/25/09 14:01	40.88528	-73.37667	
1/24/09 8:21	Strawberry and Chocolate (Fresa y chocolate) (1993)	1200	Mastercard	corina	Neustift am Walde	Vienna	Drama	7/19/05 12:42	1/25/09 14:22	48.25	16.3	
1/24/09 8:25	Swimming with Sharks (1995)	1200	Mastercard	manon	Neustift am Walde	Vienna	Comedy	7/19/05 12:42	1/25/09 14:22	48.25	16.3	
1/18/09 13:06	"Sum of Us, The (1994)"	1200	Diners	Isabelle	Shorewood                   	MN	Comedy	1/18/09 8:44	1/25/09 14:49	44.90333	-93.56611	
1/22/09 18:44	National Lampoon's Senior Trip (1995)	1200	Visa	Lynne	Southlake                   	TX	Comedy	1/22/09 17:24	1/25/09 15:02	32.94111	-97.13389	
1/8/2009 8:58	To Live (Huozhe) (1994)	1200	Mastercard	Doug	Huntington                  	NY	Drama	1/8/2009 8:22	1/25/09 17:39	40.86806	-73.42611	
1/4/2009 9:54	Tank Girl (1995)	1200	Mastercard	AMY	The Woodlands               	TX	Action	12/30/08 20:41	1/25/09 18:23	30.15778	-95.48917	
1/13/09 20:22	Tales from the Crypt Presents: Demon Knight (1995)	1200	Visa	Kim	Kelowna	British Columbia	Horror	8/2/2008 14:28	1/25/09 19:25	49.9	-119.4833333	
1/9/2009 10:22	Star Trek: Generations (1994)	1200	Mastercard	HELIDA	White House                 	TN	Adventure	1/5/2009 14:49	1/25/09 19:35	36.47028	-86.65139	
1/5/2009 12:28	Tales from the Hood (1995)	1200	Visa	Cameron	Rungsted	Frederiksborg	Action	1/5/2009 12:02	1/25/09 23:22	55.8841667	12.5419444	
1/26/09 3:43	Tom & Viv (1994)	1200	Mastercard	Wendy	Lake Mahopac                	NY	Drama	1/26/09 3:10	1/26/09 3:10	41.37222	-73.73389	
1/26/09 3:49	Village of the Damned (1995)	3600	Mastercard	Jane	Biot	Provence-Alpes-Cote d'Azur	Horror	3/1/2008 0:00	1/26/09 3:18	43.6333333	7.1	
1/11/2009 13:16	Tommy Boy (1995)	3600	Visa	shelby	Plantation                  	FL	Comedy	1/11/2009 12:20	1/26/09 3:42	26.12194	-80.14361	
1/22/09 15:32	Vanya on 42nd Street (1994)	1200	Mastercard	Tara	Killiney	Dublin	Drama	2/27/07 11:35	1/26/09 4:32	53.2522222	-6.1125	
1/9/2009 14:25	Underneath (1995)	1200	Amex	James	Guer	Brittany	Mystery	4/7/2008 0:00	1/26/09 5:32	47.9	-2.1166667	
1/21/09 11:28	"Walking Dead, The (1995)"	800	Amex	Heloise 	Arlington                   	VA	Drama	9/25/05 20:26	1/26/09 6:23	38.89028	-77.08444	
1/1/2009 14:19	What's Eating Gilbert Grape (1993)	1200	Mastercard	Gabriel	Three Hills	Alberta	Drama	5/21/08 11:39	1/26/09 7:17	51.7	-113.2666667	
1/26/09 4:30	Virtuosity (1995)	1200	Visa	Jodie 	Great Falls	Virginia	Action	1/26/09 0:00	1/26/09 7:48	38.99806	-77.28861	
1/7/2009 4:45	While You Were Sleeping (1995)	1200	Amex	Jeremy	London	England	Comedy	1/7/2009 4:30	1/26/09 8:01	51.52721	0.14559	
1/11/2009 12:12	"War, The (1994)"	1200	Visa	Helga	Clontarf	Dublin	Adventure	11/30/05 12:50	1/26/09 10:00	53.3591667	-6.2161111	
1/26/09 10:24	Double Happiness (1994)	1200	Visa	Eleanor	Vancouver	British Columbia	Drama	12/1/2008 18:30	1/26/09 10:12	49.25	-123.1333333	
1/26/09 8:58	Muriel's Wedding (1994)	1200	Diners	Miss	London	England	Comedy	1/26/09 8:46	1/26/09 11:14	51.52721	0.14559	
1/7/2009 17:51	"Baby-Sitters Club, The (1995)"	1200	Visa	Marie	Dickerson                   	MD	Children	1/13/06 9:38	1/26/09 11:35	39.22	-77.42444	
1/18/09 20:16	Ace Ventura: Pet Detective (1994)	1200	Mastercard	Lisa	Princeton                   	NJ	Comedy	1/18/09 19:47	1/26/09 13:07	40.34861	-74.65944	
1/13/09 9:51	"Adventures of Priscilla, Queen of the Desert, The (1994)"	1200	Mastercard	Priska	Calgary	Alberta	Comedy	1/4/2009 23:43	1/26/09 17:24	51.0833333	-114.0833333	
1/24/09 18:43	Backbeat (1993)	1200	Visa	Katrine	North Tustin                	CA	Drama	1/11/2009 13:33	1/26/09 21:29	33.76444	-117.79306	
1/5/2009 0:46	Bitter Moon (1992)	1200	Amex	Lisa	Gurgaon	Haryana	Drama	1/2/2009 3:03	1/27/09 0:17	28.4666667	77.0333333	
1/9/2009 1:12	Bullets Over Broadway (1994)	1200	Visa	Sabrina	Rambouillet	Ile-de-France	Comedy	6/18/08 6:35	1/27/09 2:56	48.65	1.8333333	
1/26/09 6:25	Clear and Present Danger (1994)	1200	Visa	prof	Gladwyne                    	PA	Action	1/19/09 6:38	1/27/09 3:58	40.04056	-75.27944	
1/21/09 16:57	"Client, The (1994)"	1200	Mastercard	KeithMichelle	Houston                     	TX	Drama	1/21/09 16:37	1/27/09 4:43	29.76306	-95.36306	
1/5/2009 5:33	"Corrina, Corrina (1994)"	1200	Mastercard	Kim	London	England	Comedy	12/8/2005 13:22	1/27/09 4:49	51.52721	0.14559	
1/27/09 5:10	Crooklyn (1994)	1200	Visa	anissa	Slough	England	Comedy	1/15/09 10:07	1/27/09 4:51	51.5	-0.5833333	
1/7/2009 8:00	"Crow, The (1994)"	1200	Mastercard	john	Glan-Munchweiler	Rhineland-Palatinate	Action	5/26/05 7:00	1/27/09 6:30	49.4666667	7.4333333	
1/20/09 7:08	Cobb (1994)	3600	Visa	Miye	Downingtown                 	PA	Drama	1/19/09 8:06	1/27/09 6:38	40.00639	-75.70361	
1/27/09 2:26	"Flintstones, The (1994)"	1200	Diners	Heidi	MT Pleasant                 	TX	Children	1/27/09 2:16	1/27/09 6:41	33.15667	-94.96806	
1/5/2009 6:14	Forrest Gump (1994)	1200	Mastercard	T	Veigy-Foncenex	Rhone-Alpes	Comedy	1/5/2009 4:52	1/27/09 7:01	46.2666667	6.25	
1/13/09 8:11	Four Weddings and a Funeral (1994)	3600	Visa	Daniele	Katy                        	TX	Comedy	5/27/08 11:01	1/27/09 7:49	29.78556	-95.82417	
1/10/2009 9:18	Higher Learning (1995)	1200	Diners	luisa	Gorey	 	Drama	5/9/2006 10:43	1/27/09 7:51	49.2	-2.0333333	
1/8/2009 18:52	I Like It Like That (1994)	1200	Visa	Nadine	Belgrade                    	MT	Comedy	1/7/2009 15:30	1/27/09 9:40	45.77611	-111.17611	
1/12/2009 10:06	I Love Trouble (1994)	1200	Mastercard	Tina	Calgary	Alberta	Action	1/10/2009 14:15	1/27/09 14:26	51.0833333	-114.0833333	
1/1/2009 19:25	It Could Happen to You (1994)	1200	Diners	Damali	Toronto	Ontario	Comedy	1/8/2008 20:41	1/27/09 14:59	43.6666667	-79.4166667	
1/27/09 15:28	"Jungle Book, The (1994)"	1200	Visa	Katherine	Corrales                    	NM	Adventure	1/17/09 17:52	1/27/09 15:17	35.23778	-106.60611	
1/2/2009 18:43	"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)"	1200	Visa	Kathryn	Cork	Cork	Documentary	12/22/08 15:39	1/27/09 15:43	51.8986111	-8.4958333	
1/8/2009 18:41	"Lion King, The (1994)"	1200	Diners	Veronique	Tenafly                     	NJ	Adventure	12/9/2007 17:59	1/27/09 18:12	40.92528	-73.96333	IMAX
1/4/2009 18:34	Little Buddha (1993)	1200	Visa	Erica	Leesburg                    	VA	Drama	1/4/2009 16:53	1/27/09 18:37	39.11556	-77.56389	
